title,areacode,addr1,cat2,mapx,mapy,firstimage
가거도(소흑산도),38,전라남도 신안군 흑산면 가거도길 38-2,A0101,125.1125145,34.07401665,
가계해수욕장,38,전라남도 진도군 고군면 신비의바닷길 47,A0101,126.3547412,34.43545949,http://tong.visitkorea.or.kr/cms/resource/36/3079736_image2_1.jpg
가고파 꼬부랑길 벽화마을,36,경상남도 창원시 마산합포구 성호서7길 15-8,A0203,128.5696553,35.2077664,http://tong.visitkorea.or.kr/cms/resource/55/2033255_image2_1.jpg
가고파캠핑장,36,경상남도 산청군 시천면 지리산대로1478번길 31-10,A0302,127.8177481,35.24003823,http://tong.visitkorea.or.kr/cms/resource/33/2799833_image2_1.JPG
가곡국민여가캠핑장,32,강원특별자치도 삼척시 가곡면 탕곡리,A0302,129.2080294,37.15214937,http://tong.visitkorea.or.kr/cms/resource/98/2994098_image2_1.jpg
가곡유황온천&스파,32,강원특별자치도 삼척시 가곡면 탕곡리,A0202,129.2062296,37.15074949,http://tong.visitkorea.or.kr/cms/resource/54/2994054_image2_1.jpg
가나아트센터,1,서울특별시 종로구 평창30길 28,A0206,126.9751811,37.61220999,http://tong.visitkorea.or.kr/cms/resource/19/1570619_image2_1.jpg
가나아트파크,31,경기도 양주시 장흥면 권율로 117,A0202,126.9497497,37.72545191,http://tong.visitkorea.or.kr/cms/resource/46/2010746_image2_1.jpg
가남체육공원,31,경기도 여주시 가남읍 대명산길 98,A0202,127.5349142,37.20170935,http://tong.visitkorea.or.kr/cms/resource/71/2777971_image2_1.jpg
가덕도,6,부산광역시 강서구 천성동 308-2,A0101,128.8169442,35.02296383,http://tong.visitkorea.or.kr/cms/resource/61/2716261_image2_1.jpg
가덕도 등대,6,부산광역시 강서구 외양포로 10,A0101,128.8295937,35.00064712,http://tong.visitkorea.or.kr/cms/resource/88/1982388_image2_1.jpg
가덕도 연대봉,6,부산광역시 강서구 천성동,A0101,128.8216714,35.03175182,
가덕도대항인공동굴,6,부산광역시 강서구 대항동 393-9,A0101,128.8274686,35.01330955,http://tong.visitkorea.or.kr/cms/resource/67/2800367_image2_1.jpg
가덕도외양포전망대,6,부산광역시 강서구 대항동,A0205,128.8310519,35.00178313,http://tong.visitkorea.or.kr/cms/resource/22/3015322_image2_1.JPG
가덕산,31,경기도 가평군 북면,A0101,127.5683098,37.92023219,http://tong.visitkorea.or.kr/cms/resource/23/1900123_image2_1.jpg
가라산,36,경상남도 거제시 남부면 다대리,A0101,128.6303347,34.74105029,
가람관광농원,36,경상남도 합천군 봉산면 인덕로 930,A0302,128.0576567,35.58745884,http://tong.visitkorea.or.kr/cms/resource/51/2741151_image2_1.jpg
가람리조트,32,강원특별자치도 홍천군 두촌면 부채들길 29,A0202,128.0183741,37.8364809,http://tong.visitkorea.or.kr/cms/resource/68/2762468_image2_1.JPG
가람문학관,37,전북특별자치도 익산시 가람1길 76 가람문학관,A0206,127.084495,36.03536023,http://tong.visitkorea.or.kr/cms/resource/62/2994662_image2_1.jpg
가람화랑,1,서울특별시 종로구 인사동10길 11,A0206,126.9856035,37.5742757,
가래골 농원캠핑장2,31,경기도 포천시 창수면 포천로2811번길 178,A0302,127.1549676,37.99413264,http://tong.visitkorea.or.kr/cms/resource/78/2743978_image2_1.jpg
가래골캠핑장,31,경기도 포천시 창수면 포천로2811번길 178,A0302,127.1576007,37.99332722,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image2_1.jpg
가래실 문화마을,35,경상북도 영천시 화산면 가래실로 364,A0201,128.8892739,36.03280701,
가령폭포,32,강원특별자치도 홍천군 내촌면 와야리,A0101,128.1601919,37.83289511,
가로림글램핑,34,충청남도 서산시 팔봉면 범머리길 80,A0302,126.3294362,36.834561,http://tong.visitkorea.or.kr/cms/resource/16/2793116_image2_1.jpg
가루매마을,31,경기도 양평군 지평면 부일길 101,A0203,127.6140193,37.45173466,http://tong.visitkorea.or.kr/cms/resource/63/2480263_image2_1.jpg
가루실캠핑장,34,충청남도 예산군 덕산면 가루실길 307-8,A0302,126.6391519,36.65146522,http://tong.visitkorea.or.kr/cms/resource/95/2728195_image2_1.jpg
가리산(포천),31,경기도 포천시 이동면 장암리,A0101,127.4028046,38.04330089,http://tong.visitkorea.or.kr/cms/resource/29/1900129_image2_1.jpg
가리산(홍천),32,강원특별자치도 홍천군 두촌면 가리산길 260-9,A0101,127.9988087,37.8543979,
가리산자연휴양림,32,강원특별자치도 홍천군 두촌면 가리산길 426,A0101,127.9795073,37.86561567,http://tong.visitkorea.or.kr/cms/resource/94/609394_image2_1.jpg
가리왕산,32,강원특별자치도 정선군 정선읍 가리왕산로 707,A0101,128.5634778,37.4618263,http://tong.visitkorea.or.kr/cms/resource/68/2987668_image2_1.png
가리왕산케이블카,32,강원특별자치도 정선군 북평면 중봉길 41-35,A0203,128.6097538,37.47425353,
가림상회,34,충청남도 부여군 임천면 성흥로97번길 4-5,A0203,126.8928691,36.18990036,http://tong.visitkorea.or.kr/cms/resource/19/3305119_image2_1.jpg
가마골계곡,38,전라남도 담양군 용면 용소길 261,A0101,127.0227047,35.44518737,http://tong.visitkorea.or.kr/cms/resource/35/3027135_image2_1.jpg
가마미야영장,38,전라남도 영광군 홍농읍 계마길 120,A0302,126.4077688,35.39664916,http://tong.visitkorea.or.kr/cms/resource/66/2741166_image2_1.jpg
가마미해수욕장,38,전라남도 영광군 홍농읍 가마미로 355,A0101,126.409077,35.39972939,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image2_1.jpg
가마소계곡,37,전북특별자치도 부안군 상서면 청림리,A0101,126.597968,35.64124956,
가마실캠핑장,33,충청북도 제천시 의병대로61길 50,A0302,128.2966424,37.12151602,http://tong.visitkorea.or.kr/cms/resource/67/2728067_image2_1.JPG
가마오름,39,제주특별자치도 제주시 한경면 청수서5길 63,A0101,126.250704,33.3059197,
가막들공원,31,경기도 의왕시 양지편로 41-2,A0202,126.9956966,37.39169152,
가메창(암메),39,제주특별자치도 제주시 한경면 청수로 13-3,A0101,126.2460707,33.32092353,http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg
가뫼골마을,36,경상남도 진주시 명석면 관덕길 174,A0203,128.0324121,35.25865659,http://tong.visitkorea.or.kr/cms/resource/48/2629048_image2_1.bmp
가문이오름(감은이오름),39,제주특별자치도 서귀포시 표선면 남조로 1487-73,A0101,126.6758205,33.40190471,
가반나야영장,36,경상남도 남해군 서부로 892-9,A0302,127.9837845,34.88522824,http://tong.visitkorea.or.kr/cms/resource/81/2909181_image2_1.JPG
가배량성,36,경상남도 거제시 동부면 가배리,A0201,128.5722053,34.78175859,
가사도,38,전라남도 진도군 조도면 가사도길 106,A0101,126.0510003,34.47893028,
가사도 등대,38,전라남도 진도군 조도면 가사도돌목길,A0101,126.0429126,34.4611877,
가사동백숲해변,38,전라남도 완도군 약산면 해동리,A0101,126.9277953,34.36983735,
가사해수욕장,38,전라남도 완도군 약산면,A0101,126.9281702,34.37048728,
가산글램핑,35,경상북도 칠곡군 가산면 학하2길 86,A0302,128.4749449,36.0899706,http://tong.visitkorea.or.kr/cms/resource/06/2726906_image2_1.jpg
가산사,33,충청북도 옥천군 안내면 안내회남로 671,A0201,127.5973921,36.40158856,
가산산성마을,35,경상북도 칠곡군 가산면 가산로 891,A0203,128.597813,36.05010795,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp
가산산성마을 캠핑장,35,경상북도 칠곡군 가산로 891,A0302,128.5976325,36.04977187,http://tong.visitkorea.or.kr/cms/resource/87/2908987_image2_1.jpg
가산서원,38,전라남도 장성군 삼서면 영장로 2015,A0201,126.6931004,35.23132266,
가산수변공원,36,경상남도 양산시 동면 가산리 799,A0202,129.0178749,35.29506481,http://tong.visitkorea.or.kr/cms/resource/72/2784372_image2_1.JPG
가산수피아,35,경상북도 칠곡군 가산면 학하들안2길 105,A0101,128.4850692,36.08615455,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG
가새기오름,39,제주특별자치도 제주시 오라삼동,A0101,126.5038612,33.48937008,
가선정,36,경상남도 거창군 북상면 송계로 731-42,A0201,127.816034,35.77887729,
가섭사,33,충청북도 음성군 음성읍 가섭길 494,A0201,127.7030557,36.96663397,http://tong.visitkorea.or.kr/cms/resource/92/1075092_image2_1.jpg
가섭암지 마애여래삼존입상,36,경상남도 거창군 위천면 상천리,A0201,127.7941371,35.73454859,
가세오름,39,제주특별자치도 서귀포시 표선면 녹산로 554,A0101,126.7231832,33.39317588,
가시리국산화풍력발전단지,39,제주특별자치도 서귀포시 표선면 녹산로 464-78,A0204,126.73411,33.39393708,http://tong.visitkorea.or.kr/cms/resource/95/3026695_image2_1.jpg
가시오름,39,제주특별자치도 서귀포시 대정읍 하모이삼로21번길 1,A0101,126.250017,33.22363156,
가실벚꽃길,31,경기도 용인시 처인구 포곡읍 가실리,A0203,127.1923454,37.29331478,
가실성당,35,경상북도 칠곡군 왜관읍 가실1길 1,A0201,128.4049221,35.93681725,http://tong.visitkorea.or.kr/cms/resource/86/2687486_image2_1.jpg
가야경 오토캠핑장,35,경상북도 성주군 가천면 동신로 209,A0302,128.1189441,35.85217441,http://tong.visitkorea.or.kr/cms/resource/04/2741304_image2_1.jpg
가야공원 / 가야산책공원,6,부산광역시 부산진구 엄광로 118,A0101,129.0276892,35.14834533,
가야권역 소리마실 영농조합법인,36,경상남도 합천군 가야면 가야산로 1267,A0302,128.1288648,35.7725114,http://tong.visitkorea.or.kr/cms/resource/26/2741226_image2_1.jpg
가야금테마공원,38,전라남도 영암군 영암읍 기찬랜드로 19-10,A0202,126.6853841,34.79160547,http://tong.visitkorea.or.kr/cms/resource/90/2732490_image2_1.jpg
가야랜드,36,경상남도 김해시 인제로 368,A0202,128.902461,35.25821126,
가야랜드달빛야영장,36,경상남도 김해시 신어산길 67,A0302,128.9056384,35.25901401,http://tong.visitkorea.or.kr/cms/resource/67/2726967_image2_1.jpg
가야산 돌할매 신비의돌,35,경상북도 성주군 수륜면 성주가야산로 278,A0205,128.1448182,35.80266105,
가야산 야생화식물원,35,경상북도 성주군 수륜면 가야산식물원길 49,A0101,128.1418573,35.80312761,http://tong.visitkorea.or.kr/cms/resource/99/2724199_image2_1.jpg
가야산(서산),34,충청남도 서산시 해미면 산수리,A0101,126.609106,36.70398643,http://tong.visitkorea.or.kr/cms/resource/92/3055092_image2_1.jpg
가야산국립공원 백운동 자동차야영장,35,경상북도 성주군 수륜면 가야산식물원길 49,A0302,128.1425683,35.80476077,http://tong.visitkorea.or.kr/cms/resource/53/2748053_image2_1.JPG
가야산국립공원 치인자동차야영장,36,경상남도 합천군 가야면 가야산로 1645-8,A0302,128.1004475,35.7886535,http://tong.visitkorea.or.kr/cms/resource/96/2739496_image2_1.jpg
가야산국립공원(백운동 지구),35,경상북도 성주군 수륜면 백운리,A0101,128.1418102,35.80017794,
"가야산국립공원(홍류동,청량동지구)",36,경상남도 합천군 가야산로 1200 가야산국립공원관리사무소,A0101,128.1322258,35.7675648,
가야산백운오토캠핑장,35,경상북도 성주군 수륜면 백운2길 51-32,A0302,128.1517928,35.79534534,http://tong.visitkorea.or.kr/cms/resource/05/2799705_image2_1.jpg
가야산역사신화테마관,35,경상북도 성주군 수륜면 가야산식물원길 21,A0202,128.1410602,35.80106394,http://tong.visitkorea.or.kr/cms/resource/16/2733516_image2_1.png
가야산칠불봉 야생화마을,35,경상북도 성주군 가천면 동신로 28,A0203,128.102926,35.856232,
가야산캠핑장,34,충청남도 예산군 덕산면 윤봉길로 489-8,A0302,126.628938,36.6865499,http://tong.visitkorea.or.kr/cms/resource/19/2741319_image2_1.jpg
가야의 거리,36,경상남도 김해시 봉황동,A0203,128.8725475,35.23554659,
가야정원,38,전라남도 순천시 해룡면 농주리,A0101,127.5222505,34.86190894,
가야진사,36,경상남도 양산시 원동면 용당들길 43-62,A0201,128.9023719,35.36753787,
가오실공원,35,경상북도 예천군 개포면 가곡리,A0202,128.350819,36.61187271,
가온누리캠핑체험장,35,경상북도 경주시 안강읍 호국로 2037,A0302,129.1373341,35.98104809,http://tong.visitkorea.or.kr/cms/resource/74/2726974_image2_1.jpg
가온빌리지,36,경상남도 밀양시 산외면 산외강변로 309,A0302,128.8156149,35.49299994,http://tong.visitkorea.or.kr/cms/resource/22/2727022_image2_1.JPG
가온오토캠핑장,35,경상북도 포항시 북구 새마을로 3351,A0302,129.0777984,36.14737813,http://tong.visitkorea.or.kr/cms/resource/05/2908805_image2_1.jpg
가왕 송흥록 박초월 생가(송홍록생가),37,전북특별자치도 남원시 운봉읍 비전길 7,A0201,127.5626899,35.45757586,http://tong.visitkorea.or.kr/cms/resource/52/2791552_image2_1.jpg
가우도,38,전라남도 강진군 도암면 월곶로 473,A0101,126.7726523,34.52837259,
가우도 모노레일,38,전라남도 강진군 가우도길 2-87,A0203,126.7847455,34.53397494,http://tong.visitkorea.or.kr/cms/resource/73/3006473_image2_1.jpg
가우도 출렁다리,38,전라남도 강진군 도암면 신기리,A0205,126.7717357,34.52886696,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image2_1.jpg
가우도카라반펜션,38,전라남도 강진군 대구면 저두바닷길 3,A0302,126.7920645,34.52782019,http://tong.visitkorea.or.kr/cms/resource/73/2741273_image2_1.jpg
가원미술관,31,경기도 과천시 새빛로 24,A0206,126.9992259,37.42400728,
가원습지 생태자연공원,32,강원특별자치도 동해시 지가동 77-6,A0101,129.1070564,37.4736521,
가월리 · 주월리 구석기 유적,31,경기도 파주시 적성면 달빛길 345,A0201,126.9042298,37.98419314,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image2_1.jpg
가은해솔캠핑장,35,경상북도 문경시 가은읍 원북길 148-15,A0302,128.0160357,36.68278341,http://tong.visitkorea.or.kr/cms/resource/38/2741238_image2_1.jpg
가의도,34,충청남도 태안군 근흥면 가의도길,A0101,126.0749441,36.67308364,
가인 김병로 생가터,37,전북특별자치도 순창군 복흥면 하리길 160,A0201,126.9774224,35.45056932,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg
가인자동차야영장,38,전라남도 장성군 북하면 백양로 1217,A0302,126.8813592,35.43305855,http://tong.visitkorea.or.kr/cms/resource/79/2728279_image2_1.jpg
가일미술관,31,경기도 가평군 청평면 북한강로 1549,A0206,127.3794096,37.66040616,
가장마을,37,전북특별자치도 남원시 운봉읍 가장길 4,A0203,127.517934,35.41012211,http://tong.visitkorea.or.kr/cms/resource/92/2800792_image2_1.jpg
가정녹색농촌체험마을,38,전라남도 곡성군 고달면 가정마을길 120,A0203,127.3712767,35.2263181,
가제산,34,충청남도 태안군 이원면 포지리,A0101,126.290525,36.86463463,http://tong.visitkorea.or.kr/cms/resource/09/3034209_image2_1.jpg
가조 백두산천지온천,36,경상남도 거창군 가조면 온천길 161,A0202,128.0229318,35.69853454,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image2_1.jpg
가조도,36,경상남도 거제시 사등면 가조로 1298,A0101,128.5206885,34.95770189,http://tong.visitkorea.or.kr/cms/resource/13/2755213_image2_1.jpg
가족문화센터,7,울산광역시 남구 대공원로 84,A0203,129.2905556,35.53199606,http://tong.visitkorea.or.kr/cms/resource/19/1899619_image2_1.jpg
가족소풍,38,전라남도 담양군 용면 용소길 6,A0302,127.0345208,35.42567311,http://tong.visitkorea.or.kr/cms/resource/79/2727079_image2_1.jpg
가족쉼터,31,경기도 남양주시 수동면 비룡로 1603,A0302,127.2721278,37.75487932,http://tong.visitkorea.or.kr/cms/resource/41/2739041_image2_1.JPG
가지산 쇠점골계곡,36,경상남도 밀양시 산내면 얼음골로 177,A0101,128.9819618,35.58035429,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG
가지산 자연캠핑장,7,울산광역시 울주군 상북면 삽재로 279-22,A0302,129.0561398,35.63673544,http://tong.visitkorea.or.kr/cms/resource/01/2748101_image2_1.jpg
가지산도립공원(밀양),36,경상남도 밀양시 산내면,A0101,128.9804564,35.58033482,
가진해변,32,강원특별자치도 고성군 죽왕면 가진리 495-6,A0101,128.4546325,38.44285752,
가창 찐빵 골목,4,대구광역시 달성군 가창면 가창로 1099,A0203,128.6222233,35.8027142,http://tong.visitkorea.or.kr/cms/resource/70/1876170_image2_1.jpg
가창글램핑장,4,대구광역시 달성군 가창면 단산1길 47-1,A0302,128.6631067,35.77155737,http://tong.visitkorea.or.kr/cms/resource/94/2799794_image2_1.jpg
가창농원글램핑오토캠핑장,4,대구광역시 달성군 가창면 가창로10길 56,A0302,128.6791982,35.72706825,http://tong.visitkorea.or.kr/cms/resource/53/2741253_image2_1.JPG
가천박물관,2,인천광역시 연수구 청량로102번길 40-9,A0206,126.6576044,37.4182241,
가탄마을,36,경상남도 하동군 화개면 탑리,A0203,127.6380179,35.19514014,http://tong.visitkorea.or.kr/cms/resource/42/2788042_image2_1.jpg
가톨릭 목포 성지,38,전라남도 목포시 산정동,A0201,126.3857937,34.79963019,
가파도,39,제주특별자치도 서귀포시 대정읍 가파로,A0101,126.2735884,33.16643269,
가파마을,34,충청남도 청양군 대치면 가파로 506-6,A0203,126.8796427,36.49763153,http://tong.visitkorea.or.kr/cms/resource/20/2629520_image2_1.bmp
가평 네잎클로버 카라반 글램핑,31,경기도 가평군 장수로 156-20,A0302,127.5086546,37.61763016,http://tong.visitkorea.or.kr/cms/resource/17/2909617_image2_1.JPG
가평 레이크리조트,31,경기도 가평군 설악면 유명로 2570,A0303,127.4279812,37.72157216,
가평 물골숲 계곡 캠핑장,31,경기도 가평군 상면 물골길 120,A0302,127.3143382,37.83680945,http://tong.visitkorea.or.kr/cms/resource/30/2763630_image2_1.JPG
가평 사과나무 캠핑장,31,경기도 가평군 상면 한사간길 85-107,A0302,127.3584689,37.78954909,http://tong.visitkorea.or.kr/cms/resource/69/2752069_image2_1.JPG
가평 아홉마지기마을,31,경기도 가평군 가평읍 용추로 238,A0203,127.4877443,37.84756972,http://tong.visitkorea.or.kr/cms/resource/10/2795310_image2_1.jpg
가평 연인산마을,31,경기도 가평군 북면 백둔로 417-11,A0203,127.4623783,37.90144075,http://tong.visitkorea.or.kr/cms/resource/76/532876_image2_1.jpg
가평 연하리향나무,31,경기도 가평군 상면,A0102,127.3487112,37.79906725,
가평 영양잣마을,31,경기도 가평군 상면 축령로 70,A0203,127.3645382,37.77415933,http://tong.visitkorea.or.kr/cms/resource/35/2364435_image2_1.jpg
가평 워크샵 캠핑장 씨브이 리조트,31,경기도 가평군 가평읍 북한강변로 274,A0302,127.5356871,37.75316214,http://tong.visitkorea.or.kr/cms/resource/72/2797372_image2_1.jpg
가평 현충탑,31,경기도 가평군 가평읍 호반로 2540,A0205,127.5157483,37.81263541,http://tong.visitkorea.or.kr/cms/resource/84/2480684_image2_1.jpg
가평 황정민키즈글램핑,31,경기도 가평군 조종면 명지산로 531,A0302,127.3852656,37.91440449,http://tong.visitkorea.or.kr/cms/resource/69/2797269_image2_1.jpg
가평TOP랜드 번지점프,31,경기도 가평군 가평읍 북한강변로 1044-15,A0302,127.5260031,37.80603914,http://tong.visitkorea.or.kr/cms/resource/86/1900086_image2_1.jpg
가평군어린이음악놀이터,31,경기도 가평군 가평읍 중앙로 10,A0203,127.5132759,37.82643931,
가평글램핑 사그막끝마을,31,경기도 가평군 가평읍 대곡리,A0302,127.4903198,37.82345313,http://tong.visitkorea.or.kr/cms/resource/70/2909570_image2_1.JPG
가평레져카트장,31,경기도 가평군 상면 수목원로 40,A0302,127.3704739,37.76986549,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg
가평무릉도원캠핑장,31,경기도 가평군 상면 임초밤안골로 207,A0302,127.3680913,37.7516009,http://tong.visitkorea.or.kr/cms/resource/75/2800075_image2_1.JPG
가평별묘,31,경기도 가평군 설악면 방일리,A0201,127.491545,37.61968239,
가평별빛누리글램핑,31,경기도 가평군 상면 청군로 253,A0302,127.4078404,37.75447352,http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG
가평보리산캠핑장,31,경기도 가평군 설악면 한서로 421-259,A0302,127.5373255,37.66915248,http://tong.visitkorea.or.kr/cms/resource/31/2726831_image2_1.JPG
가평사계절캠핑장,31,경기도 가평군 북면 가화로 988,A0302,127.5486571,37.88376941,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG
가평설악 하늘계곡 캠핑장,31,경기도 가평군 설악면 봉미산안길 190-27,A0302,127.5391214,37.61633087,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG
가평썬캠핑,31,경기도 가평군 상면 청군로 1579-14,A0302,127.3213851,37.82613304,http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg
가평운악홀리데이캠핑장,31,경기도 가평군 조종면 운악청계로 424,A0302,127.3563755,37.85315554,http://tong.visitkorea.or.kr/cms/resource/80/2741180_image2_1.jpg
가평카라반캠핑농원,31,경기도 가평군 가평읍 문화로 291-25,A0302,127.5043069,37.83874049,http://tong.visitkorea.or.kr/cms/resource/92/2797392_image2_1.jpg
가평캠핑스마일,31,경기도 가평군 조종면 연인산로474번길 91-27,A0302,127.3850926,37.84568471,http://tong.visitkorea.or.kr/cms/resource/32/2727132_image2_1.jpg
가평탑랜드(KTOPLAND),31,경기도 가평군 가평읍 달전리,A0302,127.5260004,37.80576695,http://tong.visitkorea.or.kr/cms/resource/36/3001836_image2_1.JPG
가평포레스트카라반랜드,31,경기도 가평군 가평읍 상지로 705-38,A0302,127.4964713,37.75253371,http://tong.visitkorea.or.kr/cms/resource/32/2798732_image2_1.jpg
가평학도의용대참전비,31,경기도 가평군 가평읍 문화로 131,A0205,127.505771,37.8265225,
가평향교,31,경기도 가평군 가평읍 향교로 23-1,A0201,127.5074902,37.82994713,http://tong.visitkorea.or.kr/cms/resource/19/1090919_image2_1.jpg
가평현암농경유물박물관,31,경기도 가평군 북면 석장모루길 13,A0206,127.5480323,37.87921437,http://tong.visitkorea.or.kr/cms/resource/50/1090950_image2_1.jpg
가평황토은글램핑,31,경기도 가평군 설악면 장수로79번길 63-18,A0302,127.5102603,37.60772023,http://tong.visitkorea.or.kr/cms/resource/47/2740247_image2_1.JPG
가포수변공원,36,경상남도 창원시 마산합포구 가포본동7길 11-13,A0202,128.5842832,35.15528922,http://tong.visitkorea.or.kr/cms/resource/30/2799930_image2_1.JPG
가포해안변공원,36,경상남도 창원시 마산합포구 드림베이대로 361,A0202,128.5901743,35.15755019,http://tong.visitkorea.or.kr/cms/resource/85/2864185_image2_1.JPG
가학동지석묘,31,경기도 광명시 가학동,A0201,126.8568365,37.40854264,
가학산,38,전라남도 완도군 소안면 미라리,A0101,126.6593101,34.15221835,http://tong.visitkorea.or.kr/cms/resource/75/786375_image2_1.jpg
가호서원,36,경상남도 진주시 이반성면 용암길 59-2,A0201,128.3325771,35.16644732,http://tong.visitkorea.or.kr/cms/resource/23/3040823_image2_1.jpg
가회동성당,1,서울특별시 종로구 북촌로 57 (가회동),A0201,126.9846617,37.58208588,http://tong.visitkorea.or.kr/cms/resource/09/3303909_image2_1.jpg
가회민화박물관,1,서울특별시 종로구 북촌로 52,A0206,126.9852144,37.58148041,http://tong.visitkorea.or.kr/cms/resource/75/2550575_image2_1.jpg
각골공원,31,경기도 안산시 상록구 본오동,A0202,126.8741021,37.29147042,http://tong.visitkorea.or.kr/cms/resource/69/2863969_image2_1.JPG
각사산촌행태체험마을,36,경상남도 합천군 가야면 야천로 101,A0203,128.1395944,35.77297821,http://tong.visitkorea.or.kr/cms/resource/70/2484270_image2_1.jpg
각산,36,경상남도 사천시 수도골안길 24,A0101,128.0749417,34.93964041,http://tong.visitkorea.or.kr/cms/resource/78/2031478_image2_1.jpg
각시바우오름,39,제주특별자치도 서귀포시 호근동 2112,A0101,126.5269445,33.27678005,
각연사(괴산),33,충청북도 괴산군 칠성면 각연길 451,A0201,127.9274861,36.75430414,http://tong.visitkorea.or.kr/cms/resource/75/730975_image2_1.jpg
각원사,34,충청남도 천안시 동남구 각원사길 245,A0201,127.197005,36.834079,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image2_1.jpg
각흘계곡캠핑장,31,경기도 포천시 이동면 금강로 6439,A0302,127.3930455,38.09913586,http://tong.visitkorea.or.kr/cms/resource/43/2727043_image2_1.jpg
각흘도,38,전라남도 진도군 조도면 관매작흘도길 6,A0101,126.0510943,34.25776064,
간곡서원,34,충청남도 부여군 임천면 성흥로283번길 31-4,A0201,126.9083485,36.18248203,
간데메공원,1,서울특별시 동대문구 서울시립대로2길 59,A0202,127.0490977,37.572852,
간성향교,32,강원특별자치도 고성군 간성읍 진부령로 2659,A0201,128.4389748,38.37788147,
간송미술관(서울 보화각),1,서울특별시 성북구 성북로 102-11 (성북동),A0206,126.9973796,37.59367643,http://tong.visitkorea.or.kr/cms/resource/18/2384418_image2_1.jpg
간월도 어리굴젓 기념탑,34,충청남도 서산시 부석면 간월도리,A0205,126.4136207,36.60573049,http://tong.visitkorea.or.kr/cms/resource/48/188448_image2_1.jpg
간월도마을,34,충청남도 서산시 부석면 간월도리,A0203,126.4227029,36.61928464,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg
간월산,7,울산광역시 울주군 상북면 간월산길 614,A0101,129.048065,35.55616103,http://tong.visitkorea.or.kr/cms/resource/02/3078002_image2_1.bmp
간월산 자연휴양림,7,울산광역시 울주군 상북면 등억알프스로 607-15,A0101,129.0560529,35.56710439,http://tong.visitkorea.or.kr/cms/resource/99/609199_image2_1.jpg
간월암(서산),34,충청남도 서산시 부석면 간월도1길 119-29,A0201,126.411421,36.60383623,
간월재,7,울산광역시 울주군 상북면 간월산길 614,A0101,129.0453821,35.54824242,
간월호 쉼터공원,34,충청남도 서산시 부석면 창리 265-1,A0202,126.3771736,36.622914,
간이해변,32,강원특별자치도 속초시 청호동,A0101,128.594955,38.20421308,http://tong.visitkorea.or.kr/cms/resource/07/3041707_image2_1.jpg
간재선생유지,37,전북특별자치도 부안군 계화면 양지길 12,A0201,126.6371856,35.79430225,
간절곶 등대,7,울산광역시 울주군 서생면 간절곶1길 39-2,A0101,129.3605738,35.3589668,http://tong.visitkorea.or.kr/cms/resource/94/2648694_image2_1.jpg
간절곶 소망길,7,울산광역시 울주군 서생면 나사리,A0101,129.3492111,35.35463374,http://tong.visitkorea.or.kr/cms/resource/56/3077956_image2_1.bmp
간절곶소망우체통,7,울산광역시 울주군 서생면 대송리,A0205,129.3611488,35.35880572,http://tong.visitkorea.or.kr/cms/resource/24/2871524_image2_1.JPG
간현관광지,32,강원특별자치도 원주시 소금산길 12,A0202,127.8340575,37.36462936,
간현관광지 캠핑장,32,강원특별자치도 원주시 지정면 소금산길 26,A0302,127.832566,37.36494596,http://tong.visitkorea.or.kr/cms/resource/55/2763255_image2_1.jpg
갈거계곡,37,전북특별자치도 진안군 정천면 휴양림길 77,A0101,127.4377085,35.90854197,http://tong.visitkorea.or.kr/cms/resource/79/219579_image2_1.jpg
갈계리삼층석탑,36,경상남도 거창군 북상면 갈계리,A0205,127.8147004,35.79315064,
갈계숲,36,경상남도 거창군 북상면,A0101,127.8160257,35.77892728,
갈골한과마을 명인의 집,32,강원특별자치도 강릉시 사천면 중앙서로 62,A0204,128.8432832,37.82451477,
갈기산,33,충청북도 영동군 양산면 호탄리,A0101,127.6280084,36.11211383,http://tong.visitkorea.or.kr/cms/resource/71/2753271_image2_1.JPG
갈기산펜션캠핑장,31,경기도 양평군 청운면 신론새터길 23,A0302,127.7885893,37.55959206,http://tong.visitkorea.or.kr/cms/resource/79/2753279_image2_1.JPG
갈두천권역마을,34,충청남도 태안군 원북면 대기길 12-20,A0203,126.257477,36.79889722,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp
